"ITTER107","Territorio","TIPO_DATO15","Tipo di indicatore demografico","SEXISTAT1","Sesso","ETA1","Età","STATCIV2","Stato civile","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"001248","San Maurizio Canavese","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",154,"p","dato provvisorio"
"003133","San Maurizio d'Opaglio","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",36,"p","dato provvisorio"
"001249","San Mauro Torinese","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",320,"p","dato provvisorio"
"001169","Novalesa","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",9,"p","dato provvisorio"
"004182","Rittana","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",1,"p","dato provvisorio"
"001213","Rivalba","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",26,"p","dato provvisorio"
"006144","Rivalta Bormida","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",23,"p","dato provvisorio"
"001214","Rivalta di Torino","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",295,"p","dato provvisorio"
"001216","Rivara","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",40,"p","dato provvisorio"
"001217","Rivarolo Canavese","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",193,"p","dato provvisorio"
"006145","Rivarone","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",8,"p","dato provvisorio"
"001218","Rivarossa","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",27,"p","dato provvisorio"
"002115","Rive","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",4,"p","dato provvisorio"
"001219","Rivoli","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",678,"p","dato provvisorio"
"004183","Roaschia","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",4,"p","dato provvisorio"
"004184","Roascio","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",2,"p","dato provvisorio"
"002116","Roasio","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",42,"p","dato provvisorio"
"005091","Roatto","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",5,"p","dato provvisorio"
"001220","Robassomero","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",46,"p","dato provvisorio"
"005092","Robella","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",12,"p","dato provvisorio"
"004185","Robilante","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",36,"p","dato provvisorio"
"006148","Rocchetta Ligure","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",2,"p","dato provvisorio"
"005095","Rocchetta Palafea","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",8,"p","dato provvisorio"
"005096","Rocchetta Tanaro","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",14,"p","dato provvisorio"
"004194","Roddi","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",18,"p","dato provvisorio"
"004195","Roddino","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",4,"p","dato provvisorio"
"004196","Rodello","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",13,"p","dato provvisorio"
"001222","Roletto","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",27,"p","dato provvisorio"
"003130","Romagnano Sesia","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",54,"p","dato provvisorio"
"001223","Romano Canavese","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",46,"p","dato provvisorio"
"003131","Romentino","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",76,"p","dato provvisorio"
"096055","Rosazza","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",5,"p","dato provvisorio"
"001227","Roure","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",9,"p","dato provvisorio"
"001229","Rubiana","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",44,"p","dato provvisorio"
"001230","Rueglio","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",11,"p","dato provvisorio"
"004198","Ruffia","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",7,"p","dato provvisorio"
"096056","Sagliano Micca","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",22,"p","dato provvisorio"
"096057","Sala Biellese","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",3,"p","dato provvisorio"
"006150","Sala Monferrato","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",3,"p","dato provvisorio"
"002126","Salasco","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",3,"p","dato provvisorio"
"001231","Salassa","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",32,"p","dato provvisorio"
"001232","Salbertrand","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",10,"p","dato provvisorio"
"006151","Sale","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",82,"p","dato provvisorio"
"004199","Sale delle Langhe","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",10,"p","dato provvisorio"
"004200","Sale San Giovanni","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",3,"p","dato provvisorio"
"001233","Salerano Canavese","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",7,"p","dato provvisorio"
"002127","Sali Vercellese","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",1,"p","dato provvisorio"
"004201","Saliceto","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",21,"p","dato provvisorio"
"004202","Salmour","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",9,"p","dato provvisorio"
"002128","Saluggia","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",64,"p","dato provvisorio"
"001234","Salza di Pinerolo","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",0,"p","dato provvisorio"
"004204","Sambuco","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",1,"p","dato provvisorio"
"001235","Samone","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",26,"p","dato provvisorio"
"004205","Sampeyre","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",14,"p","dato provvisorio"
"004206","San Benedetto Belbo","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",3,"p","dato provvisorio"
"001236","San Benigno Canavese","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",79,"p","dato provvisorio"
"004210","San Michele Mondovì","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",24,"p","dato provvisorio"
"003134","San Nazzaro Sesia","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",8,"p","dato provvisorio"
"005101","San Paolo Solbrito","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",16,"p","dato provvisorio"
"003135","San Pietro Mosezzo","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",32,"p","dato provvisorio"
"001250","San Pietro Val Lemina","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",20,"p","dato provvisorio"
"001251","San Ponso","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",7,"p","dato provvisorio"
"001252","San Raffaele Cimena","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",44,"p","dato provvisorio"
"006154","San Salvatore Monferrato","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",62,"p","dato provvisorio"
"006155","San Sebastiano Curone","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",9,"p","dato provvisorio"
"001253","San Sebastiano da Po","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",28,"p","dato provvisorio"
"001254","San Secondo di Pinerolo","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",46,"p","dato provvisorio"
"096059","Sandigliano","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",48,"p","dato provvisorio"
"004208","Sanfrè","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",43,"p","dato provvisorio"
"004209","Sanfront","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",45,"p","dato provvisorio"
"001241","Sangano","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",49,"p","dato provvisorio"
"103062","Santa Maria Maggiore","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",23,"p","dato provvisorio"
"004212","Santa Vittoria d'Alba","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",38,"p","dato provvisorio"
"006156","Sant'Agata Fossili","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",8,"p","dato provvisorio"
"004211","Sant'Albano Stura","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",29,"p","dato provvisorio"
"001255","Sant'Ambrogio di Torino","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",68,"p","dato provvisorio"
"001256","Sant'Antonino di Susa","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",68,"p","dato provvisorio"
"001257","Santena","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",174,"p","dato provvisorio"
"002133","Santhià","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",115,"p","dato provvisorio"
"004213","Santo Stefano Belbo","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",61,"p","dato provvisorio"
"004214","Santo Stefano Roero","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",14,"p","dato provvisorio"
"006157","Sardigliano","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",4,"p","dato provvisorio"
"006158","Sarezzano","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",14,"p","dato provvisorio"
"001258","Sauze di Cesana","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",5,"p","dato provvisorio"
"001259","Sauze d'Oulx","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",18,"p","dato provvisorio"
"004215","Savigliano","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",314,"p","dato provvisorio"
"004216","Scagnello","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",2,"p","dato provvisorio"
"001260","Scalenghe","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",56,"p","dato provvisorio"
"001261","Scarmagno","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",12,"p","dato provvisorio"
"004217","Scarnafigi","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",28,"p","dato provvisorio"
"001262","Sciolze","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",22,"p","dato provvisorio"
"002134","Scopa","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",7,"p","dato provvisorio"
"002135","Scopello","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",6,"p","dato provvisorio"
"005103","Scurzolengo","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",12,"p","dato provvisorio"
"005104","Serole","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",2,"p","dato provvisorio"
"004218","Serralunga d'Alba","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",6,"p","dato provvisorio"
"006159","Serralunga di Crea","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",9,"p","dato provvisorio"
"004219","Serravalle Langhe","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",9,"p","dato provvisorio"
"006160","Serravalle Scrivia","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",99,"p","dato provvisorio"
"002137","Serravalle Sesia","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",62,"p","dato provvisorio"
"005105","Sessame","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",1,"p","dato provvisorio"
"001263","Sestriere","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",14,"p","dato provvisorio"
"005106","Settime","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",8,"p","dato provvisorio"
"001264","Settimo Rottaro","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",8,"p","dato provvisorio"
"001265","Settimo Torinese","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",739,"p","dato provvisorio"
"001266","Settimo Vittone","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",23,"p","dato provvisorio"
"006161","Sezzadio","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",16,"p","dato provvisorio"
"003139","Sizzano","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",19,"p","dato provvisorio"
"005107","Soglio","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",2,"p","dato provvisorio"
"006163","Solero","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",21,"p","dato provvisorio"
"006164","Solonghello","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",3,"p","dato provvisorio"
"004221","Somano","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",4,"p","dato provvisorio"
